NEWSWEEK_MOST_RESPONSIBLE_2025_RANK,COMPANY,HQ CITY,HQ STATE,INDUSTRY,RANK IN INDUSTRY,SCORE OVERALL,SCORE ENVIRONMENTAL CONCERNS,SCORE SOCIAL CONCERNS,SCORE CORPORATE GOVERNANCE CONCERNS,normalized_name_nmr,matched_name,FORTUNE_100_BEST_COMPANIES_TO_WORK_FOR_2024_RANK,NAME,% WOMEN,% MINORITIES,U.S. JOB OPENINGS,FULLY PAID MATERNAL LEAVE (DAYS),FULLY PAID PATERNAL LEAVE (DAYS),FULLY PAID ADOPTIVE LEAVE (DAYS),PAID DAYS OFF FOR VOLUNTEERING,normalized_name_f100,JUST_CAPITALS_JUST_100_RANK,Company,Industry,normalized_name_jc100,POINTS_OF_LIGHT_CIVIC_50,normalized_name_c50
360,Herc Holdings,Bonita Springs,FL,Capital Goods,47,74.88,70.98,70.79,82.93,hercholdings,hercholdings,,,,,,,,,,,,,,,,
361,Roper Technologies,Sarasota,FL,Technology,42,74.85,77.48,69.18,77.98,ropertechnologies,ropertechnologies,,,,,,,,,,,,,,,,
362,Helix Energy Solutions,Houston,TX,Energy & Utilities,27,74.85,72.94,75.61,76.08,helixenergysolutions,helixenergysolutions,,,,,,,,,,,,,,,,
363,RYAM,Jacksonville,FL,"Health Care, Life Sciences & Pharmaceuticals",29,74.85,76.63,73.3,74.68,ryam,ryam,,,,,,,,,,,,,,,,
364,Performance Food,Richmond,VA,Retail & Consumer Goods,54,74.85,74.69,66.88,83.05,performancefood,performancefood,,,,,,,,,,,,,,,,
365,COPT Defense Properties,Columbia,MD,Real Estate & Housing,33,74.83,86.45,68.35,69.78,coptdefenseproperties,coptdefenseproperties,,,,,,,,,,,,,,,,
366,GoDaddy,Tempe,AZ,Technology,43,74.81,73.5,76.01,75.0,godaddy,godaddy,,,,,,,,,,,,,,,,
367,Novanta,Bedford,MA,"Health Care, Life Sciences & Pharmaceuticals",30,74.81,81.38,59.53,83.59,novanta,novanta,,,,,,,,,,,,,,,,
368,The Andersons,Maumee,OH,Materials & Chemicals,27,74.76,80.69,59.87,83.81,theandersons,theandersons,,,,,,,,,,,,,,,,
369,Spirit AeroSystems,Wichita,KS,Capital Goods,48,74.72,89.08,71.83,63.35,spiritaerosystems,spiritaerosystems,,,,,,,,,,,,,,,,
370,Viasat,Carlsbad,CA,Media & Telecommunications,15,74.71,82.08,76.05,66.06,viasat,viasat,,,,,,,,,,,,,,,,
371,Skywork Solutions,Irvine,CA,Technology,44,74.67,80.43,60.38,83.28,skyworksolutions,skyworksolutions,,,,,,,,,,,,,,,,
372,CMC,Irving,TX,Materials & Chemicals,28,74.66,76.3,64.12,83.64,cmc,cmc,,,,,,,,,,,,,,,,
373,Element Solutions,Fort Lauderdale,FL,Materials & Chemicals,29,74.62,82.58,63.06,78.31,elementsolutions,elementsolutions,,,,,,,,,,,,,,,,
374,FactSet,Norwalk,CT,Technology,45,74.62,68.51,72.72,82.69,factset,factset,,,,,,,,,,,,,,,,
375,Vertex Pharmaceuticals,Boston,MA,"Health Care, Life Sciences & Pharmaceuticals",31,74.59,77.25,86.3,60.31,vertexpharmaceuticals,vertexpharmaceuticals,76.0,Vertex Pharmaceuticals,53%,39%,1000,60,60,60,Yes,vertexpharmaceuticals,,,,,VERTEX PHARMACEUTICALS,vertexpharmaceuticals
376,Lilly,Indianapolis,IN,"Health Care, Life Sciences & Pharmaceuticals",32,74.57,74.06,78.78,70.93,lilly,lilly,,,,,,,,,,,,,,,,
377,MSA Safety,Cranberry Township,PA,Capital Goods,49,74.51,93.86,58.7,71.08,msasafety,msasafety,,,,,,,,,,,,,,,,
378,AT&T,Dallas,TX,Media & Telecommunications,16,74.51,89.8,65.85,67.96,att,att,,,,,,,,,,,,,,,,
379,ArcBest,Fort Smith,AZ,Transport & Logistics,8,74.5,76.4,67.9,79.27,arcbest,arcbest,,,,,,,,,,,,,,,,
380,Phibro Animal Health,Teaneck,NJ,"Health Care, Life Sciences & Pharmaceuticals",33,74.49,81.3,68.02,74.24,phibroanimalhealth,phibroanimalhealth,,,,,,,,,,,,,,,,
381,Marvell Technology,Wilmington,DE,Technology,46,74.47,86.37,54.41,82.71,marvelltechnology,marvelltechnology,,,,,,,,,,,,,,,,
382,Medical Properties Trust,Birmingham,AL,Real Estate & Housing,34,74.42,75.58,77.03,70.74,medicalpropertiestrust,medicalpropertiestrust,,,,,,,,,,,,,,,,
383,Oracle,Austin,TX,Technology,47,74.38,86.31,54.05,82.87,oracle,oracle,,,,,,,,,,,,,,,,
384,Cohu,Poway,CA,Technology,48,74.36,75.61,66.21,81.33,cohu,cohu,,,,,,,,,,,,,,,,
385,Blackbaud,Charleston,SC,Software,15,74.31,72.18,55.55,95.27,blackbaud,blackbaud,,,,,,,,,,,,,,,,
386,Corning,Corning,NY,Technology,49,74.3,71.14,78.01,73.82,corning,corning,,,,,,,,,,,,,,,,
387,Equity LifeStyle Properties,Chicago,IL,Real Estate & Housing,35,74.24,77.8,63.5,81.49,equitylifestyleproperties,equitylifestyleproperties,,,,,,,,,,,,,,,,
388,California Water Service Group,San Jose,CA,Energy & Utilities,28,74.18,65.75,79.93,76.94,californiawaterservicegroup,californiawaterservicegroup,,,,,,,,,,,,,,,,
389,Sprouts Farmers Market,Phoenix,AZ,Retail & Consumer Goods,55,74.18,73.91,67.94,80.77,sproutsfarmersmarket,sproutsfarmersmarket,,,,,,,,,,,,,,,,
390,Portland General Electric,Portland,OR,Energy & Utilities,29,74.15,52.11,95.33,75.06,portlandgeneralelectric,portlandgeneralelectric,,,,,,,,,,,,,,,,
391,NCLH Norwegian Cruise Line Holdings Ltd.,Miami,FL,Transport & Logistics,9,74.13,72.14,70.87,79.44,nclhnorwegiancruiselineholdingsltd,nclhnorwegiancruiselineholdingsltd,,,,,,,,,,,,,,,,
392,Synchrony Financial,Stamford,CT,Financial,35,74.07,72.81,81.81,67.66,synchronyfinancial,synchronyfinancial,,,,,,,,,,,,,,,,
393,CenterPoint Energy,Houston,TX,Energy & Utilities,30,74.07,66.7,80.96,74.6,centerpointenergy,centerpointenergy,,,,,,,,,,,,,,,,
394,Dun & Bradstreet,Jacksonville,FL,Financial,36,74.05,63.7,80.37,78.15,dunbradstreet,dunbradstreet,,,,,,,,,,,,,,,,
395,UDR,Highlands Ranch,CO,Real Estate & Housing,36,74.04,84.1,57.22,80.88,udr,udr,,,,,,,,,,,,,,,,
396,Henry Schein,Melville,NY,"Health Care, Life Sciences & Pharmaceuticals",34,73.99,60.64,76.51,84.87,henryschein,henryschein,,,,,,,,,,,,,,,,
397,Donaldson,Bloomington,MN,Capital Goods,50,73.95,77.05,65.3,79.58,donaldson,donaldson,,,,,,,,,,,,,,,,
398,Gibraltar Industries,Buffalo,NY,Capital Goods,51,73.85,76.45,64.93,80.25,gibraltarindustries,gibraltarindustries,,,,,,,,,,,,,,,,
399,Ingevity,North Charleston,SC,Materials & Chemicals,30,73.81,68.85,80.21,72.43,ingevity,ingevity,,,,,,,,,,,,,,,,
400,Fortune Brands,Deerfield,IL,Retail & Consumer Goods,56,73.8,80.73,69.18,71.56,fortunebrands,fortunebrands,,,,,,,,,,,,,,,,
401,AMH,Calabasas,CA,Real Estate & Housing,37,73.79,65.44,71.97,84.02,amh,amh,,,,,,,,,,,,,,,,
402,Simpson Manufacturing Company,Pleasanton,CA,Capital Goods,52,73.69,68.9,78.01,74.24,simpsonmanufacturingcompany,simpsonmanufacturingcompany,,,,,,,,,,,,,,,,
403,Range Resources,Fort Worth,TX,Energy & Utilities,31,73.69,74.72,64.37,82.06,rangeresources,rangeresources,,,,,,,,,,,,,,,,
404,FIS,Jacksonville,FL,Technology,50,73.69,78.93,62.34,79.88,fis,fis,,,,,,,,,,,,,,,,
405,Axalta Coating Systems,Glen Mills,PA,Materials & Chemicals,31,73.67,77.36,61.24,82.5,axaltacoatingsystems,axaltacoatingsystems,,,,,,,,,,,,,,,,
406,Cintas,Cincinnati,OH,Retail & Consumer Goods,57,73.65,77.32,68.82,74.88,cintas,cintas,,,,,,,,,,,,,,,,
407,Fiserv,Milwaukee,WI,Technology,51,73.62,65.75,68.12,87.06,fiserv,fiserv,,,,,,,,,,,,,,,,
408,U.S. Silica,Katy,TX,Materials & Chemicals,32,73.44,75.71,68.29,76.41,ussilica,ussilica,,,,,,,,,,,,,,,,
409,PPL,Allentown,PA,Energy & Utilities,32,73.44,70.91,76.69,72.79,ppl,ppl,,,,,,,,,,,,,,,,
410,Matson,Honolulu,HI,Transport & Logistics,10,73.43,61.04,75.83,83.49,matson,matson,,,,,,,,,,,,,,,,
411,Alcoa,Pittsburgh,PA,Materials & Chemicals,33,73.4,62.79,80.25,77.23,alcoa,alcoa,,,,,,,,,,,,,,,,
412,Ashland,Wilmington,DE,Materials & Chemicals,34,73.39,75.89,61.46,82.9,ashland,ashland,,,,,,,,,,,,,,,,
413,Nordson,Westlake,OH,Capital Goods,53,73.37,67.94,78.61,73.63,nordson,nordson,,,,,,,,,,,,,,,,
414,Starbucks,Seattle,WA,"Hotels, Dining & Leisure",9,73.27,62.5,75.21,82.15,starbucks,starbucks,,,,,,,,,,,,,,,,
415,Green Plains,Omaha,NE,Materials & Chemicals,35,73.26,72.13,71.85,75.88,greenplains,greenplains,,,,,,,,,,,,,,,,
416,American Vanguard,Newport Beach,CA,Materials & Chemicals,36,73.24,76.7,64.94,78.17,americanvanguard,americanvanguard,,,,,,,,,,,,,,,,
417,Standard Motor Products,Long Island City,NY,Automotive & Components,14,73.22,78.59,67.83,73.32,standardmotorproducts,standardmotorproducts,,,,,,,,,,,,,,,,
418,JBT,Chicago,IL,Technology,52,73.2,83.7,70.97,65.01,jbt,jbt,,,,,,,,,,,,,,,,
419,ITT,White Plains,NY,Capital Goods,54,73.19,81.81,63.36,74.5,itt,itt,,,,,,,,,,,,,,,,
420,RPM International,Medina,OH,Materials & Chemicals,37,73.15,88.79,65.67,65.08,rpminternational,rpminternational,,,,,,,,,,,,,,,,
421,Parker-Hannifin,Cleveland,OH,Capital Goods,55,73.14,77.42,67.65,74.42,parkerhannifin,parkerhannifin,,,,,,,,,,,,,,,,
422,Hanesbrands,Winston-Salem,NC,Retail & Consumer Goods,58,73.07,95.1,56.38,67.83,hanesbrands,hanesbrands,,,,,,,,,,,,,,,,
423,Ducommun,Costa Mesa,CA,Capital Goods,56,73.07,75.42,63.41,80.44,ducommun,ducommun,,,,,,,,,,,,,,,,
424,Trimble,Sunnyvale,CA,Technology,53,73.04,70.18,80.0,69.0,trimble,trimble,,,,,,,,,,,,,,,,
425,AECOM,Dallas,TX,Professional Services,57,73.01,66.78,70.95,81.37,aecom,aecom,,,,,,,,,,,,,,,,
426,Knowles,Itasca,IL,Technology,54,73.01,79.93,66.98,72.19,knowles,knowles,,,,,,,,,,,,,,,,
427,axcelis,Beverly,MA,Technology,55,73.01,88.91,61.3,68.89,axcelis,axcelis,,,,,,,,,,,,,,,,
428,Compass Minerals,Overland Park,KS,Materials & Chemicals,38,73.0,67.01,75.66,76.39,compassminerals,compassminerals,,,,,,,,,,,,,,,,
429,F5,Seattle,WA,Technology,56,72.99,70.38,64.81,83.84,f5,f5,,,,,,,,,,,,,,,,
430,Brinker International,Dallas,TX,"Hotels, Dining & Leisure",10,72.97,73.07,73.46,72.47,brinkerinternational,brinkerinternational,,,,,,,,,,,,,,,,
431,Scotts Miracle-Gro,Marysville,OH,Materials & Chemicals,39,72.95,77.76,75.92,65.26,scottsmiraclegro,scottsmiraclegro,,,,,,,,,,,,,,,,
432,LCI Industries,Elkhart,IN,Automotive & Components,15,72.94,67.76,61.21,89.93,lciindustries,lciindustries,,,,,,,,,,,,,,,,
433,Darling Ingredients,Irving,TX,Retail & Consumer Goods,59,72.93,72.74,64.18,81.94,darlingingredients,darlingingredients,,,,,,,,,,,,,,,,
434,Travel + Leisure Co.,Orlando,FL,"Hotels, Dining & Leisure",11,72.85,69.9,69.69,79.03,travelleisureco,travelleisureco,,,,,,,,,,,,,,,,
435,Corteva Agriscience,Indianapolis,IN,"Health Care, Life Sciences & Pharmaceuticals",35,72.84,68.03,73.39,77.18,cortevaagriscience,cortevaagriscience,,,,,,,,,,,,,,,,
436,Adtalem Global Education,Chicago,IL,Professional Services,17,72.81,74.3,71.79,72.43,adtalemglobaleducation,adtalemglobaleducation,,,,,,,,,,,,,,,,
437,ConocoPhillips,Houston,TX,Energy & Utilities,33,72.79,83.28,60.03,75.14,conocophillips,conocophillips,,,,,,,,,,,,,,,,
438,Booz Allen Hamilton,McLean,VA,Media & Telecommunications,17,72.77,71.86,71.4,75.12,boozallenhamilton,boozallenhamilton,,,,,,,,,,,,,,,,
439,Eastman,Kingsport,TN,Materials & Chemicals,40,72.75,58.96,86.99,72.36,eastman,eastman,,,,,,,,,,,,,,,,
440,Devon Energy,Oklahoma City,OK,Energy & Utilities,34,72.73,76.36,61.75,80.14,devonenergy,devonenergy,,,,,,,,,,,,,,,,
441,Generac,Waukesha,WI,Energy & Utilities,35,72.7,79.07,66.94,72.17,generac,generac,,,,,,,,,,,,,,,,
442,Array Technologies,Albuquerque,NM,Energy & Utilities,36,72.66,69.85,65.62,82.59,arraytechnologies,arraytechnologies,,,,,,,,,,,,,,,,
443,Marsh McLennan,New York City,NY,Professional Services,18,72.65,75.66,67.86,74.52,marshmclennan,marshmclennan,,,,,,,,,,,,,,,,
444,Southwest Airlines,Dallas,TX,Transport & Logistics,11,72.64,65.64,81.3,71.06,southwestairlines,southwestairlines,,,,,,,,,,,,,,,,
445,Tennant Company,Eden Prairie,MN,Capital Goods,58,72.64,72.34,73.52,72.13,tennantcompany,tennantcompany,,,,,,,,,,,,,,,,
446,Kilroy Realty,Los Angeles,CA,Real Estate & Housing,38,72.58,86.77,61.79,69.27,kilroyrealty,kilroyrealty,,,,,,,,,,,,,,,,
447,Citizens Financial,Providence,RI,Financial,37,72.54,65.84,80.58,71.26,citizensfinancial,citizensfinancial,,,,,,,,,,,,,,,,
448,Simon Property Group,Indianapolis,IN,Retail & Consumer Goods,60,72.52,82.45,65.05,70.15,simonpropertygroup,simonpropertygroup,,,,,,,,,,,,,,,,
449,H.B. Fuller,St. Paul,MN,Technology,57,72.52,74.47,69.13,74.04,hbfuller,hbfuller,,,,,,,,,,,,,,,,
450,AutoZone,Memphis,TN,Automotive & Components,16,72.45,64.95,70.39,82.09,autozone,autozone,,,,,,,,,,,,,,,,
451,Envista,Brea,CA,"Health Care, Life Sciences & Pharmaceuticals",36,72.45,85.31,62.8,69.33,envista,envista,,,,,,,,,,,,,,,,
452,Merit Medical Systems,South Jordan,UT,"Health Care, Life Sciences & Pharmaceuticals",37,72.38,77.45,58.14,81.61,meritmedicalsystems,meritmedicalsystems,,,,,,,,,,,,,,,,
453,Allison Transmission,Indianapolis,IN,Capital Goods,59,72.36,73.27,57.18,86.72,allisontransmission,allisontransmission,,,,,,,,,,,,,,,,
454,AZZ,Fort Worth,TX,Capital Goods,60,72.35,76.08,58.95,77.69,azz,azz,,,,,,,,,,,,,,,,
455,La-Z-Boy,Monroe,MI,Real Estate & Housing,39,72.33,74.42,72.52,70.13,lazboy,lazboy,,,,,,,,,,,,,,,,
456,Cboe Global Markets,Chicago,IL,Financial,38,72.33,85.71,64.66,66.7,cboeglobalmarkets,cboeglobalmarkets,,,,,,,,,,,,,,,,
457,Gates Industrial,Denver,CO,Capital Goods,61,72.25,73.48,63.79,79.57,gatesindustrial,gatesindustrial,,,,,,,,,,,,,,,,
458,Semtech,Camarillo,CA,Technology,58,72.19,72.05,70.92,73.68,semtech,semtech,,,,,,,,,,,,,,,,
459,Horace Mann Educators,Springfield,IL,Financial,39,72.17,70.76,74.74,71.08,horacemanneducators,horacemanneducators,,,,,,,,,,,,,,,,
460,Camden Property Trust,Houston,TX,Real Estate & Housing,40,72.08,75.18,67.83,73.31,camdenpropertytrust,camdenpropertytrust,24.0,Camden Property Trust,41%,59%,43,-,-,-,No,camdenpropertytrust,,,,,,
461,The Allstate,Northbrook,IL,Financial,40,72.07,65.39,82.67,68.21,theallstate,theallstate,,,,,,,,,,,,,,,,
462,Mid-America Apartment Communities,Memphis,TN,Real Estate & Housing,41,72.05,76.56,58.21,81.46,midamericaapartmentcommunities,midamericaapartmentcommunities,,,,,,,,,,,,,,,,
463,GXO,Greenwich,CT,Transport & Logistics,12,72.04,64.42,68.64,83.12,gxo,gxo,,,,,,,,,,,,,,,,
464,Montrose Environmental,North Little Rock,AR,Professional Services,19,72.03,67.78,72.19,76.18,montroseenvironmental,montroseenvironmental,,,,,,,,,,,,,,,,
465,Omega Healthcare Investors,Hunt Valley,MD,Real Estate & Housing,42,72.02,81.41,68.15,66.59,omegahealthcareinvestors,omegahealthcareinvestors,,,,,,,,,,,,,,,,
466,KB Home,Los Angeles,CA,Real Estate & Housing,43,71.96,71.35,68.16,76.44,kbhome,kbhome,,,,,,,,,,,,,,,,
467,Clearwater Paper,Spokane,WA,Materials & Chemicals,41,71.92,75.88,60.01,79.94,clearwaterpaper,clearwaterpaper,,,,,,,,,,,,,,,,
468,AES,Arlington,VA,Energy & Utilities,37,71.9,64.01,86.14,65.62,aes,aes,,,,,,,,,,,,,,,,
469,Catalent,Somerset,NJ,"Health Care, Life Sciences & Pharmaceuticals",38,71.9,85.11,67.54,63.13,catalent,catalent,,,,,,,,,,,,,,,,
470,The ODP,Boca Raton,FL,Retail & Consumer Goods,61,71.86,60.09,74.22,81.34,theodp,theodp,,,,,,,,,,,,,,,,
471,Dorman Products,Colmar,PA,Automotive & Components,17,71.81,76.3,54.26,84.94,dormanproducts,dormanproducts,,,,,,,,,,,,,,,,
472,Worthington Industries,Columbus,OH,Materials & Chemicals,42,71.77,89.53,49.33,76.55,worthingtonindustries,worthingtonindustries,,,,,,,,,,,,,,,,
473,MKS Instruments,Andover,MA,Technology,59,71.77,78.18,69.84,67.37,mksinstruments,mksinstruments,,,,,,,,,,,,,,,,
474,AIG,New York City,NY,Financial,41,71.73,52.55,83.94,78.75,aig,aig,,,,,,,,,,,,,,,,
475,Dexcom,San Diego,CA,"Health Care, Life Sciences & Pharmaceuticals",39,71.73,63.86,64.41,86.96,dexcom,dexcom,,,,,,,,,,,,,,,,
476,Dominion Energy,Richmond,VA,Energy & Utilities,38,71.72,65.33,79.53,70.35,dominionenergy,dominionenergy,,,,,,,,,,,,,,,,
477,Domino's Pizza,Ann Arbor,MI,"Hotels, Dining & Leisure",12,71.69,75.85,70.81,68.49,dominospizza,dominospizza,,,,,,,,,,,,,,,,
478,Broadridge,Lake Success,NY,Financial,42,71.59,67.88,73.45,73.51,broadridge,broadridge,,,,,,,,,,,,,,,,
479,Hecla Mining,Coeur d'Alene,ID,Materials & Chemicals,43,71.56,76.35,63.04,75.36,heclamining,heclamining,,,,,,,,,,,,,,,,
480,CF Industries Holdings,Deerfield,IL,Materials & Chemicals,44,71.5,50.44,78.5,85.59,cfindustriesholdings,cfindustriesholdings,,,,,,,,,,,,,,,,
481,United Airlines,Chicago,IL,Transport & Logistics,13,71.46,65.47,77.27,71.7,unitedairlines,unitedairlines,,,,,,,,,,,,,,,,
482,United Parcel Service,Atlanta,GA,Transport & Logistics,14,71.33,59.79,83.3,70.97,unitedparcelservice,unitedparcelservice,,,,,,,,,,,,,,,,
483,ADM,Chicago,IL,Materials & Chemicals,45,71.31,66.39,58.47,89.15,adm,adm,,,,,,,,,,,,,,,,
484,Carpenter Technology,Philadelphia,PA,Materials & Chemicals,45,71.31,82.52,67.24,64.27,carpentertechnology,carpentertechnology,,,,,,,,,,,,,,,,
485,Hillenbrand,Batesville,IN,Capital Goods,62,71.31,74.24,59.02,80.73,hillenbrand,hillenbrand,,,,,,,,,,,,,,,,
486,APA Corporation,Houston,TX,Energy & Utilities,39,71.3,67.76,69.36,76.84,apacorporation,apacorporation,,,,,,,,,,,,,,,,
487,PotlatchDeltic,Spokane,WA,Capital Goods,63,71.29,73.74,69.55,70.64,potlatchdeltic,potlatchdeltic,,,,,,,,,,,,,,,,
488,Chegg,Santa Clara,CA,Professional Services,20,71.27,61.34,74.26,78.27,chegg,chegg,,,,,,,,,,,,,,,,
489,Yelp,San Francisco,CA,Media & Telecommunications,18,71.21,55.73,67.37,90.59,yelp,yelp,,,,,,,,,,,,,,,,
490,Automatic Data Processing,Roseland,NJ,Technology,60,71.14,65.48,67.8,80.22,automaticdataprocessing,automaticdataprocessing,,,,,,,,,,,,,,,,
491,GrafTech International,Brooklyn Heights,OH,Capital Goods,64,71.13,75.56,57.51,80.4,graftechinternational,graftechinternational,,,,,,,,,,,,,,,,
492,Cousins Properties,Atlanta,GA,Real Estate & Housing,44,71.12,80.64,61.34,71.46,cousinsproperties,cousinsproperties,,,,,,,,,,,,,,,,
493,Atkore,Harvey,IL,Capital Goods,65,71.11,73.5,64.61,75.31,atkore,atkore,,,,,,,,,,,,,,,,
494,THOR Industries,Elkhart,IN,Automotive & Components,18,71.11,72.84,56.45,84.12,thorindustries,thorindustries,,,,,,,,,,,,,,,,
495,Peabody Energy,St. Louis,MO,Energy & Utilities,40,71.08,62.9,74.61,75.8,peabodyenergy,peabodyenergy,,,,,,,,,,,,,,,,
496,West Pharmaceutical Services,Exton,PA,"Health Care, Life Sciences & Pharmaceuticals",40,71.07,88.47,56.11,68.73,westpharmaceuticalservices,westpharmaceuticalservices,,,,,,,,,,,,,,,,
497,NRG Energy,Houston,TX,Energy & Utilities,41,71.05,67.38,79.8,66.05,nrgenergy,nrgenergy,,,,,,,,,,,,,,,,
498,Endeavour Group,Beverly Hills,CA,Professional Services,21,71.02,76.84,67.54,68.74,endeavourgroup,endeavourgroup,,,,,,,,,,,,,,,,
499,National Vision,Duluth,GA,Retail & Consumer Goods,62,70.97,64.23,72.56,76.2,nationalvision,nationalvision,,,,,,,,,,,,,,,,
500,Qorvo,Greensboro,NC,Technology,61,70.97,80.07,50.63,82.28,qorvo,qorvo,,,,,,,,,,,,,,,,
501,Summit Materials,Denver,CO,Materials & Chemicals,47,70.92,73.09,69.6,70.16,summitmaterials,summitmaterials,,,,,,,,,,,,,,,,
502,Materion,Mayfield Heights,OH,Technology,62,70.92,82.86,59.38,70.59,materion,materion,,,,,,,,,,,,,,,,
503,Movado Group,Paramus,NJ,Retail & Consumer Goods,63,70.9,61.84,72.03,78.89,movadogroup,movadogroup,,,,,,,,,,,,,,,,
504,Timken,North Canton,OH,Capital Goods,66,70.87,85.21,56.26,71.24,timken,timken,,,,,,,,,,,,,,,,
505,IDEXX Laboratories,Westbrook,ME,"Health Care, Life Sciences & Pharmaceuticals",41,70.86,65.01,75.45,72.17,idexxlaboratories,idexxlaboratories,,,,,,,,,,,,,,,,
506,Vistra,Irving,TX,Energy & Utilities,42,70.85,69.49,70.61,72.52,vistra,vistra,,,,,,,,,,,,,,,,
507,Taylor Morrison,Scottsdale,AZ,Real Estate & Housing,45,70.76,55.49,70.35,86.49,taylormorrison,taylormorrison,,,,,,,,,,,,,,,,
508,Ametek,Berwyn,PA,Technology,63,70.71,75.18,58.99,78.03,ametek,ametek,,,,,,,,,,,,,,,,
509,Alamo Group,Seguin,TX,Transport & Logistics,15,70.67,85.62,53.29,73.18,alamogroup,alamogroup,,,,,,,,,,,,,,,,
510,SunPower,San Jose,CA,Energy & Utilities,43,70.65,88.78,57.7,65.55,sunpower,sunpower,,,,,,,,,,,,,,,,
511,Vulcan Materials,Birmingham,AL,Capital Goods,67,70.63,75.74,70.84,65.39,vulcanmaterials,vulcanmaterials,,,,,,,,,,,,,,,,
512,Netflix,Los Gatos,CA,Media & Telecommunications,19,70.58,70.86,71.4,69.55,netflix,netflix,,,,,,,,,,,,,,,,
513,Alaska Air,Seattle,WA,Transport & Logistics,16,70.54,57.66,86.0,68.03,alaskaair,alaskaair,,,,,,,,,,,,,,,,
514,Triumph,Berwyn,PA,Automotive & Components,19,70.5,86.29,61.49,63.82,triumph,triumph,,,,,,,,,,,,,,,,
515,Toast,Boston,MA,Software,16,70.49,82.2,63.77,65.57,toast,toast,,,,,,,,,,,,,,,,
516,Global Payments,Atlanta,GA,Financial,43,70.48,78.13,61.13,72.25,globalpayments,globalpayments,,,,,,,,,,,,,,,,
517,Coeur Mining,Chicago,IL,Materials & Chemicals,48,70.45,66.67,78.7,66.07,coeurmining,coeurmining,,,,,,,,,,,,,,,,
518,Sensient Technologies,Milwaukee,WI,Materials & Chemicals,49,70.43,75.51,62.34,73.52,sensienttechnologies,sensienttechnologies,,,,,,,,,,,,,,,,
519,Ulta Beauty,Bolingbrook,IL,Retail & Consumer Goods,64,70.4,65.95,74.75,70.55,ultabeauty,ultabeauty,,,,,,,,,,,,,,,,
520,Evergy,Kansas City,MO,Energy & Utilities,44,70.38,53.82,85.42,71.95,evergy,evergy,,,,,,,,,,,,,,,,
521,TJX Companies,Framingham,MA,Retail & Consumer Goods,65,70.34,68.29,75.48,67.33,tjxcompanies,tjxcompanies,,,,,,,,,,,,,,,,
522,Jack Henry & Associates,Monett,MO,Financial,44,70.34,67.39,67.08,76.61,jackhenryassociates,jackhenryassociates,,,,,,,,,,,,,,,,
523,Helmerich & Payne,Tulsa,OK,Energy & Utilities,45,70.29,59.85,62.85,88.25,helmerichpayne,helmerichpayne,,,,,,,,,,,,,,,,
524,ADT,Boca Raton,FL,Professional Services,22,70.29,78.2,53.45,79.29,adt,adt,,,,,,,,,,,,,,,,
525,Tradeweb Markets,New York City,NY,Financial,45,70.26,65.55,66.19,79.12,tradewebmarkets,tradewebmarkets,,,,,,,,,,,,,,,,
526,Brunswick,Mettawa,IL,Capital Goods,68,70.24,79.45,58.15,73.21,brunswick,brunswick,,,,,,,,,,,,,,,,
527,Progress Software,Burlington,MA,Software,17,70.23,84.39,53.65,72.73,progresssoftware,progresssoftware,,,,,,,,,,,,,,,,
528,Advance Auto Parts,Raleigh,NC,Automotive & Components,20,70.21,66.93,75.79,67.98,advanceautoparts,advanceautoparts,,,,,,,,,,,,,,,,
529,Royal Gold,Denver,CO,Energy & Utilities,46,70.17,62.45,70.36,77.77,royalgold,royalgold,,,,,,,,,,,,,,,,
530,Alliant Energy,Madison,WI,Energy & Utilities,47,70.15,67.66,78.69,64.16,alliantenergy,alliantenergy,,,,,,,,,,,,,,,,
531,Coherent,Saxonburg,PA,Technology,64,69.99,84.47,67.23,58.35,coherent,coherent,,,,,,,,,,,,,,,,
532,The Cheesecake Factory,Calabasas,CA,"Hotels, Dining & Leisure",13,69.98,82.19,60.27,67.58,thecheesecakefactory,thecheesecakefactory,,,,,,,,,,,,,,,,
533,Western Midstream,The Woodlands,TX,Energy & Utilities,48,69.98,48.2,70.33,91.47,westernmidstream,westernmidstream,,,,,,,,,,,,,,,,
534,BWX Technologies,Lynchburg,VA,Capital Goods,69,69.97,69.1,60.08,80.81,bwxtechnologies,bwxtechnologies,,,,,,,,,,,,,,,,
535,Papa John's International,Louisville,KY,"Hotels, Dining & Leisure",14,69.97,60.52,74.37,75.07,papajohnsinternational,papajohnsinternational,,,,,,,,,,,,,,,,
536,Hawkins,Roseville,MN,Materials & Chemicals,50,69.91,80.23,49.36,80.22,hawkins,hawkins,,,,,,,,,,,,,,,,
537,MSCI,New York City,NY,Technology,65,69.9,75.24,67.37,67.16,msci,msci,,,,,,,,,,,,,,,,
538,Truist,Charlotte,NC,Financial,46,69.81,64.53,79.95,65.02,truist,truist,,,,,,,,,,,,,,,,
539,Clearway Energy,Princeton,NJ,Energy & Utilities,49,69.79,77.97,64.51,66.99,clearwayenergy,clearwayenergy,,,,,,,,,,,,,,,,
540,Kontoor,Greensboro,NC,Retail & Consumer Goods,66,69.74,78.82,51.53,78.96,kontoor,kontoor,,,,,,,,,,,,,,,,
